Initializing ElGamal Parameters...
Connected to the server at 128.173.236.241:8183
Iteration 0for warm up
ClientComputationUpdateMetaData:5125 ns
ClientComputationRerandomization: 95596834 ns
ClientServerCommunicationSendRootBucket: 1471346042 ns
ClientComputationGenTripletEvictPerms: 16459 ns
ClientServerCommunicationSendTripletEvictPerms: 3307125 ns
ClientComputationGenTripletEvictPerms: 7375 ns
ClientServerCommunicationSendTripletEvictPerms: 3706709 ns
ClientComputationGenTripletEvictPerms: 34042 ns
ClientServerCommunicationSendTripletEvictPerms: 3292292 ns
ClientComputationGenTripletEvictPerms: 8333 ns
ClientServerCommunicationSendTripletEvictPerms: 3903709 ns
ClientComputationGenTripletEvictPerms: 81542 ns
ClientServerCommunicationSendTripletEvictPerms: 3490000 ns
ClientComputationGenTripletEvictPerms: 35500 ns
ClientServerCommunicationSendTripletEvictPerms: 3857459 ns
ClientComputationGenTripletEvictPerms: 34500 ns
ClientServerCommunicationSendTripletEvictPerms: 3525875 ns
ClientComputationGenTripletEvictPerms: 32583 ns
ClientServerCommunicationSendTripletEvictPerms: 3605250 ns
ClientComputationGenTripletEvictPerms: 9042 ns
ClientServerCommunicationSendTripletEvictPerms: 3708459 ns
ClientComputationGenTripletEvictPerms: 30583 ns
ClientServerCommunicationSendTripletEvictPerms: 3757291 ns
ClientComputationGenTripletEvictPerms: 16167 ns
ClientServerCommunicationSendTripletEvictPerms: 3706084 ns
ClientComputationGenTripletEvictPerms: 34250 ns
ClientServerCommunicationSendTripletEvictPerms: 3467166 ns
ClientComputationGenTripletEvictPerms: 15291 ns
ClientServerCommunicationSendTripletEvictPerms: 3874791 ns
ClientComputationGenTripletEvictPerms: 33375 ns
ClientServerCommunicationSendTripletEvictPerms: 4113083 ns
ClientComputationGenTripletEvictPerms: 36333 ns
ClientServerCommunicationSendTripletEvictPerms: 3045125 ns
Iteration 1for warm up
ClientComputationUpdateMetaData:2667 ns
ClientComputationRerandomization: 109800958 ns
ClientServerCommunicationSendRootBucket: 1462321084 ns
ClientComputationGenTripletEvictPerms: 8125 ns
ClientServerCommunicationSendTripletEvictPerms: 3491250 ns
ClientComputationGenTripletEvictPerms: 17375 ns
ClientServerCommunicationSendTripletEvictPerms: 3237459 ns
ClientComputationGenTripletEvictPerms: 16834 ns
ClientServerCommunicationSendTripletEvictPerms: 3581959 ns
ClientComputationGenTripletEvictPerms: 38333 ns
ClientServerCommunicationSendTripletEvictPerms: 3819417 ns
ClientComputationGenTripletEvictPerms: 16209 ns
ClientServerCommunicationSendTripletEvictPerms: 3877542 ns
ClientComputationGenTripletEvictPerms: 23500 ns
ClientServerCommunicationSendTripletEvictPerms: 3344000 ns
ClientComputationGenTripletEvictPerms: 11500 ns
ClientServerCommunicationSendTripletEvictPerms: 3791875 ns
ClientComputationGenTripletEvictPerms: 25250 ns
ClientServerCommunicationSendTripletEvictPerms: 3445333 ns
ClientComputationGenTripletEvictPerms: 16375 ns
ClientServerCommunicationSendTripletEvictPerms: 3917542 ns
ClientComputationGenTripletEvictPerms: 17583 ns
ClientServerCommunicationSendTripletEvictPerms: 3101750 ns
ClientComputationGenTripletEvictPerms: 11708 ns
ClientServerCommunicationSendTripletEvictPerms: 3616292 ns
ClientComputationGenTripletEvictPerms: 10750 ns
ClientServerCommunicationSendTripletEvictPerms: 3781500 ns
ClientComputationGenTripletEvictPerms: 21375 ns
ClientServerCommunicationSendTripletEvictPerms: 3384750 ns
ClientComputationGenTripletEvictPerms: 38041 ns
ClientServerCommunicationSendTripletEvictPerms: 3629750 ns
ClientComputationGenTripletEvictPerms: 9167 ns
ClientServerCommunicationSendTripletEvictPerms: 3868167 ns
Iteration 2for warm up
ClientComputationUpdateMetaData:2834 ns
ClientComputationRerandomization: 110536041 ns
ClientServerCommunicationSendRootBucket: 1505154292 ns
ClientComputationGenTripletEvictPerms: 17917 ns
ClientServerCommunicationSendTripletEvictPerms: 3356041 ns
ClientComputationGenTripletEvictPerms: 22792 ns
ClientServerCommunicationSendTripletEvictPerms: 3532791 ns
ClientComputationGenTripletEvictPerms: 34208 ns
ClientServerCommunicationSendTripletEvictPerms: 3306542 ns
ClientComputationGenTripletEvictPerms: 25833 ns
ClientServerCommunicationSendTripletEvictPerms: 3138625 ns
ClientComputationGenTripletEvictPerms: 13125 ns
ClientServerCommunicationSendTripletEvictPerms: 3519542 ns
ClientComputationGenTripletEvictPerms: 12625 ns
ClientServerCommunicationSendTripletEvictPerms: 3889541 ns
ClientComputationGenTripletEvictPerms: 34875 ns
ClientServerCommunicationSendTripletEvictPerms: 3912792 ns
