Initializing ElGamal Parameters...
Connected to the server at 128.173.236.241:8183
Iteration 0for warm up
ClientComputationUpdateMetaData:16166 ns
ClientComputationRerandomization: 96301167 ns
ClientServerCommunicationSendRootBucket: 940026042 ns
ClientComputationGenTripletEvictPerms: 26500 ns
ClientServerCommunicationSendTripletEvictPerms: 3983625 ns
ClientComputationGenTripletEvictPerms: 33792 ns
ClientServerCommunicationSendTripletEvictPerms: 3642458 ns
ClientComputationGenTripletEvictPerms: 37500 ns
ClientServerCommunicationSendTripletEvictPerms: 3286500 ns
ClientComputationGenTripletEvictPerms: 34208 ns
ClientServerCommunicationSendTripletEvictPerms: 4480542 ns
ClientComputationGenTripletEvictPerms: 9458 ns
ClientServerCommunicationSendTripletEvictPerms: 3914708 ns
ClientComputationGenTripletEvictPerms: 29042 ns
ClientServerCommunicationSendTripletEvictPerms: 3597625 ns
ClientComputationGenTripletEvictPerms: 31125 ns
ClientServerCommunicationSendTripletEvictPerms: 3489750 ns
ClientComputationGenTripletEvictPerms: 30875 ns
ClientServerCommunicationSendTripletEvictPerms: 3054708 ns
ClientComputationGenTripletEvictPerms: 20958 ns
ClientServerCommunicationSendTripletEvictPerms: 3817750 ns
ClientComputationGenTripletEvictPerms: 26750 ns
ClientServerCommunicationSendTripletEvictPerms: 3504750 ns
ClientComputationGenTripletEvictPerms: 10166 ns
ClientServerCommunicationSendTripletEvictPerms: 3596875 ns
ClientComputationGenTripletEvictPerms: 20792 ns
ClientServerCommunicationSendTripletEvictPerms: 3324584 ns
ClientComputationGenTripletEvictPerms: 12833 ns
ClientServerCommunicationSendTripletEvictPerms: 3697625 ns
ClientComputationGenTripletEvictPerms: 26417 ns
ClientServerCommunicationSendTripletEvictPerms: 3713084 ns
Iteration 1for warm up
ClientComputationUpdateMetaData:2500 ns
ClientComputationRerandomization: 102509541 ns
ClientServerCommunicationSendRootBucket: 1418043486 ns
ClientComputationGenTripletEvictPerms: 20250 ns
ClientServerCommunicationSendTripletEvictPerms: 4083167 ns
ClientComputationGenTripletEvictPerms: 18458 ns
ClientServerCommunicationSendTripletEvictPerms: 3435500 ns
ClientComputationGenTripletEvictPerms: 18125 ns
ClientServerCommunicationSendTripletEvictPerms: 3296209 ns
ClientComputationGenTripletEvictPerms: 11083 ns
ClientServerCommunicationSendTripletEvictPerms: 3333375 ns
ClientComputationGenTripletEvictPerms: 18625 ns
ClientServerCommunicationSendTripletEvictPerms: 4064958 ns
ClientComputationGenTripletEvictPerms: 14542 ns
ClientServerCommunicationSendTripletEvictPerms: 3342833 ns
ClientComputationGenTripletEvictPerms: 23959 ns
ClientServerCommunicationSendTripletEvictPerms: 3253958 ns
ClientComputationGenTripletEvictPerms: 8666 ns
ClientServerCommunicationSendTripletEvictPerms: 3971750 ns
ClientComputationGenTripletEvictPerms: 31917 ns
ClientServerCommunicationSendTripletEvictPerms: 3682041 ns
ClientComputationGenTripletEvictPerms: 18917 ns
ClientServerCommunicationSendTripletEvictPerms: 3731292 ns
ClientComputationGenTripletEvictPerms: 26333 ns
ClientServerCommunicationSendTripletEvictPerms: 3295875 ns
ClientComputationGenTripletEvictPerms: 35666 ns
ClientServerCommunicationSendTripletEvictPerms: 3568083 ns
ClientComputationGenTripletEvictPerms: 12208 ns
ClientServerCommunicationSendTripletEvictPerms: 3620000 ns
ClientComputationGenTripletEvictPerms: 32875 ns
ClientServerCommunicationSendTripletEvictPerms: 5148833 ns
Iteration 2for warm up
ClientComputationUpdateMetaData:3500 ns
ClientComputationRerandomization: 104186500 ns
ClientServerCommunicationSendRootBucket: 1430835709 ns
ClientComputationGenTripletEvictPerms: 12291 ns
ClientServerCommunicationSendTripletEvictPerms: 3373208 ns
ClientComputationGenTripletEvictPerms: 30250 ns
ClientServerCommunicationSendTripletEvictPerms: 4025209 ns
ClientComputationGenTripletEvictPerms: 32500 ns
ClientServerCommunicationSendTripletEvictPerms: 3438375 ns
ClientComputationGenTripletEvictPerms: 7083 ns
ClientServerCommunicationSendTripletEvictPerms: 3546084 ns
ClientComputationGenTripletEvictPerms: 24125 ns
ClientServerCommunicationSendTripletEvictPerms: 3501875 ns
ClientComputationGenTripletEvictPerms: 89083 ns
ClientServerCommunicationSendTripletEvictPerms: 3453583 ns
ClientComputationGenTripletEvictPerms: 27416 ns
ClientServerCommunicationSendTripletEvictPerms: 3426292 ns
ClientComputationGenTripletEvictPerms: 29458 ns
ClientServerCommunicationSendTripletEvictPerms: 3641500 ns
ClientComputationGenTripletEvictPerms: 9667 ns
ClientServerCommunicationSendTripletEvictPerms: 3817333 ns
