Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
ServerComputation:ParallelMultiplyCiphertexts: 1184458 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42374 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 30914 ns
ServerComputation:ParallelMultiplyCiphertexts: 1191981 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44484 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28424 ns
ServerComputation:ParallelMultiplyCiphertexts: 1175215 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48428 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28775 ns
ServerComputation:ParallelMultiplyCiphertexts: 1171022 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45730 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28539 ns
ServerComputation:ParallelMultiplyCiphertexts: 1197704 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42527 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29044 ns
ServerComputation:ParallelMultiplyCiphertexts: 1193409 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44822 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28030 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179145 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44198 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28710 ns
ServerComputation:ParallelMultiplyCiphertexts: 1201709 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46009 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27432 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181046 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44724 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24772 ns
ServerComputation:ParallelMultiplyCiphertexts: 1167872 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43187 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24735 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188366 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45036 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22569 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181124 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42112 ns
ClientServerCommunication:SendData: 19829048 ns
ServerComputation:ConvertPID2BIDs: 6231 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 53314 ns
ServerComputation:ParallelMultiplyCiphertexts: 1132994 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 49462 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27490 ns
ServerComputation:ParallelMultiplyCiphertexts: 1147470 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42948 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24104 ns
ServerComputation:ParallelMultiplyCiphertexts: 1113783 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44520 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26598 ns
ServerComputation:ParallelMultiplyCiphertexts: 1169377 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43094 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26065 ns
ServerComputation:ParallelMultiplyCiphertexts: 1172754 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43829 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24872 ns
ServerComputation:ParallelMultiplyCiphertexts: 1191200 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43970 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25415 ns
ServerComputation:ParallelMultiplyCiphertexts: 1192355 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45459 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25974 ns
ServerComputation:ParallelMultiplyCiphertexts: 1171108 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45929 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26227 ns
ServerComputation:ParallelMultiplyCiphertexts: 1201330 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48255 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29993 ns
ServerComputation:ParallelMultiplyCiphertexts: 1187660 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45099 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29746 ns
ServerComputation:ParallelMultiplyCiphertexts: 1199522 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46200 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27622 ns
ServerComputation:ParallelMultiplyCiphertexts: 1182379 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46010 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28323 ns
ServerComputation:ParallelMultiplyCiphertexts: 1185697 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43079 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28055 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178517 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47694 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27188 ns
ServerComputation:ParallelMultiplyCiphertexts: 1171832 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45937 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27692 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188284 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43996 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26258 ns
ServerComputation:ParallelMultiplyCiphertexts: 1173027 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44300 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23341 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178358 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42581 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 21538 ns
ServerComputation:ParallelMultiplyCiphertexts: 1207967 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44412 ns
ClientServerCommunication:SendData: 19374485 ns
ServerComputation:ConvertPID2BIDs: 4692 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 48225 ns
ServerComputation:ParallelMultiplyCiphertexts: 1131688 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 49136 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25038 ns
ServerComputation:ParallelMultiplyCiphertexts: 1131411 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43049 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 30118 ns
ServerComputation:ParallelMultiplyCiphertexts: 1168277 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42950 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26627 ns
ServerComputation:ParallelMultiplyCiphertexts: 1169264 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42148 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26157 ns
ServerComputation:ParallelMultiplyCiphertexts: 1160200 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43672 ns
