Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
ServerComputation:ConvertPID2BIDs: 8379 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 53029 ns
ServerComputation:ParallelMultiplyCiphertexts: 1110524 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 56877 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27239 ns
ServerComputation:ParallelMultiplyCiphertexts: 1115473 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44714 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25808 ns
ServerComputation:ParallelMultiplyCiphertexts: 1145872 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47696 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27348 ns
ServerComputation:ParallelMultiplyCiphertexts: 1199521 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46138 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29064 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178281 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48642 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25135 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178044 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47271 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24223 ns
ServerComputation:ParallelMultiplyCiphertexts: 1189612 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48966 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23673 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188272 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48395 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26383 ns
ServerComputation:ParallelMultiplyCiphertexts: 1189492 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46532 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24970 ns
ServerComputation:ParallelMultiplyCiphertexts: 1204423 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 49048 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25648 ns
ServerComputation:ParallelMultiplyCiphertexts: 1196625 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 51741 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25223 ns
ServerComputation:ParallelMultiplyCiphertexts: 1184567 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46376 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23246 ns
ServerComputation:ParallelMultiplyCiphertexts: 1195149 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47075 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22640 ns
ServerComputation:ParallelMultiplyCiphertexts: 1180986 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46751 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23679 ns
ServerComputation:ParallelMultiplyCiphertexts: 1194662 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44429 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 18736 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179102 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 41612 ns
ClientServerCommunication:SendData: 18255347 ns
ServerComputation:ConvertPID2BIDs: 5460 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 49959 ns
ServerComputation:ParallelMultiplyCiphertexts: 1091396 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 52864 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25013 ns
ServerComputation:ParallelMultiplyCiphertexts: 1106351 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48542 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26537 ns
ServerComputation:ParallelMultiplyCiphertexts: 1126709 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47585 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24584 ns
ServerComputation:ParallelMultiplyCiphertexts: 1174960 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47667 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25711 ns
ServerComputation:ParallelMultiplyCiphertexts: 1195483 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48483 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24484 ns
ServerComputation:ParallelMultiplyCiphertexts: 1152627 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47903 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24726 ns
ServerComputation:ParallelMultiplyCiphertexts: 1187451 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47556 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23033 ns
ServerComputation:ParallelMultiplyCiphertexts: 1163396 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48545 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23183 ns
ServerComputation:ParallelMultiplyCiphertexts: 1205113 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46304 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23783 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178271 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46336 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25545 ns
ServerComputation:ParallelMultiplyCiphertexts: 1205632 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45226 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24785 ns
ServerComputation:ParallelMultiplyCiphertexts: 1198484 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46353 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 21984 ns
ServerComputation:ParallelMultiplyCiphertexts: 1133782 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45400 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 20097 ns
ServerComputation:ParallelMultiplyCiphertexts: 1212763 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45321 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26384 ns
ServerComputation:ParallelMultiplyCiphertexts: 1178324 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45624 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 19221 ns
ServerComputation:ParallelMultiplyCiphertexts: 1210244 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 40274 ns
ClientServerCommunication:SendData: 17955358 ns
ServerComputation:ConvertPID2BIDs: 1563 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 50011 ns
ServerComputation:ParallelMultiplyCiphertexts: 1110147 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 51820 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26632 ns
ServerComputation:ParallelMultiplyCiphertexts: 1111748 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48684 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 30624 ns
ServerComputation:ParallelMultiplyCiphertexts: 1162256 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45173 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26466 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181272 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46941 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24939 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188883 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45418 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22854 ns
ServerComputation:ParallelMultiplyCiphertexts: 1187990 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44101 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22260 ns
ServerComputation:ParallelMultiplyCiphertexts: 1187742 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45711 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23982 ns
ServerComputation:ParallelMultiplyCiphertexts: 1201900 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47510 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23454 ns
ServerComputation:ParallelMultiplyCiphertexts: 1198232 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46791 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23732 ns
ServerComputation:ParallelMultiplyCiphertexts: 1217342 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46734 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23274 ns
ServerComputation:ParallelMultiplyCiphertexts: 1192931 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47900 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23742 ns
ServerComputation:ParallelMultiplyCiphertexts: 1165998 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47925 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22722 ns
ServerComputation:ParallelMultiplyCiphertexts: 1209968 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46515 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 21664 ns
ServerComputation:ParallelMultiplyCiphertexts: 1195005 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46724 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24087 ns
ServerComputation:ParallelMultiplyCiphertexts: 1190391 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46957 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 19358 ns
ServerComputation:ParallelMultiplyCiphertexts: 1204598 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44644 ns
ClientServerCommunication:SendData: 18101912 ns
ServerComputation:ConvertPID2BIDs: 5222 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 51661 ns
ServerComputation:ParallelMultiplyCiphertexts: 1103405 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 51947 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24784 ns
ServerComputation:ParallelMultiplyCiphertexts: 1225649 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48340 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25040 ns
ServerComputation:ParallelMultiplyCiphertexts: 1161639 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48001 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24241 ns
ServerComputation:ParallelMultiplyCiphertexts: 1187156 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46441 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27585 ns
ServerComputation:ParallelMultiplyCiphertexts: 1201545 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47492 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23242 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179086 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45645 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23955 ns
ServerComputation:ParallelMultiplyCiphertexts: 1167495 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 48431 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22441 ns
ServerComputation:ParallelMultiplyCiphertexts: 1189162 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47957 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23935 ns
ServerComputation:ParallelMultiplyCiphertexts: 1171405 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46450 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24221 ns
ServerComputation:ParallelMultiplyCiphertexts: 1198780 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44543 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22145 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179156 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44965 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24609 ns
ServerComputation:ParallelMultiplyCiphertexts: 1144262 ns
