Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1976 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 98114641 ns
ClientServerCommunicationSendRootBucketData: 200475416 ns
ServerComputationParallelRerandomizeTripletBuckets: 28419540 ns
ServerComputationApplyPermutationTripletBucket: 2497388 ns
HelperComputationAll: 121664543 ns
ServerComputationParallelRerandomizeTripletBuckets: 20084312 ns
ServerComputationApplyPermutationTripletBuckets: 2404164 ns
HelperComputationAll: 104970326 ns
ServerComputationParallelRerandomizeTripletBuckets: 19385578 ns
ServerComputationApplyPermutationTripletBuckets: 1886222 ns
HelperComputationAll: 105357859 ns
ServerComputationParallelRerandomizeTripletBuckets: 19393753 ns
ServerComputationApplyPermutationTripletBuckets: 1892621 ns
HelperComputationAll: 105030178 ns
ServerComputationParallelRerandomizeTripletBuckets: 19766060 ns
ServerComputationApplyPermutationTripletBuckets: 1908355 ns
HelperComputationAll: 120755570 ns
ServerComputationParallelRerandomizeTripletBuckets: 19706261 ns
ServerComputationApplyPermutationTripletBuckets: 1896433 ns
HelperComputationAll: 119795042 ns
ServerComputationParallelRerandomizeTripletBuckets: 20256939 ns
ServerComputationApplyPermutationTripletBuckets: 1882487 ns
HelperComputationAll: 119908056 ns
ServerComputationParallelRerandomizeTripletBuckets: 19080198 ns
ServerComputationApplyPermutationTripletBuckets: 1872849 ns
HelperComputationAll: 119412926 ns
ServerComputationParallelRerandomizeTripletBuckets: 18041065 ns
ServerComputationApplyPermutationTripletBuckets: 1874371 ns
HelperComputationAll: 119729846 ns
ServerComputationParallelRerandomizeTripletBuckets: 19219924 ns
ServerComputationApplyPermutationTripletBuckets: 1905925 ns
HelperComputationAll: 120204602 ns
ServerComputationParallelRerandomizeTripletBuckets: 19087977 ns
ServerComputationApplyPermutationTripletBuckets: 1892919 ns
HelperComputationAll: 92334194 ns
ServerComputationParallelRerandomizeTripletBuckets: 20783702 ns
ServerComputationApplyPermutationTripletBuckets: 1869251 ns
HelperComputationAll: 119459927 ns
ServerComputationParallelRerandomizeTripletBuckets: 16263655 ns
ServerComputationApplyPermutationTripletBuckets: 1868150 ns
HelperComputationAll: 119353314 ns
ServerComputationParallelRerandomizeTripletBuckets: 19979008 ns
ServerComputationApplyPermutationTripletBuckets: 1882387 ns
HelperComputationAll: 119745132 ns
ServerComputationParallelRerandomizeTripletBuckets: 19347287 ns
ServerComputationApplyPermutationTripletBuckets: 1895152 ns
HelperComputationAll: 120155892 ns
ServerComputationParallelRerandomizeTripletBuckets: 16549606 ns
ServerComputationApplyPermutationTripletBuckets: 1870831 ns
HelperComputationAll: 119827835 ns
ServerComputationParallelRerandomizeTripletBuckets: 18712856 ns
ServerComputationApplyPermutationTripletBuckets: 1880307 ns
HelperComputationAll: 102731081 ns
ServerComputationParallelRerandomizeTripletBuckets: 19733509 ns
ServerComputationApplyPermutationTripletBuckets: 1891075 ns
HelperComputationAll: 120812361 ns
ServerComputationParallelRerandomizeTripletBuckets: 19284982 ns
ServerComputationApplyPermutationTripletBuckets: 1898427 ns
HelperComputationAll: 120161713 ns
ServerComputationParallelRerandomizeTripletBuckets: 19761383 ns
ServerComputationApplyPermutationTripletBuckets: 1904838 ns
HelperComputationAll: 91426423 ns
ServerComputationParallelRerandomizeTripletBuckets: 18651174 ns
ServerComputationApplyPermutationTripletBuckets: 4761001 ns
HelperComputationAll: 91513046 ns
ServerComputationParallelRerandomizeTripletBuckets: 22897755 ns
ServerComputationApplyPermutationTripletBuckets: 1971569 ns
HelperComputationAll: 92280578 ns
ServerComputationParallelRerandomizeTripletBuckets: 23389930 ns
ServerComputationApplyPermutationTripletBuckets: 1984107 ns
HelperComputationAll: 92567273 ns
ServerComputationParallelRerandomizeTripletBuckets: 23747098 ns
ServerComputationApplyPermutationTripletBuckets: 2194513 ns
HelperComputationAll: 92374260 ns
ServerComputationParallelRerandomizeTripletBuckets: 16779066 ns
ServerComputationApplyPermutationTripletBuckets: 1984050 ns
HelperComputationAll: 92211186 ns
ServerComputationParallelRerandomizeTripletBuckets: 19986472 ns
ServerComputationApplyPermutationTripletBuckets: 1917707 ns
HelperComputationAll: 92938721 ns
DiskIOWriteBucketCiphertextsToDisk: 479211943 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1510 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 113344983 ns
ClientServerCommunicationSendRootBucketData: 419099859 ns
ServerComputationParallelRerandomizeTripletBuckets: 26769398 ns
ServerComputationApplyPermutationTripletBucket: 2192486 ns
HelperComputationAll: 109500565 ns
ServerComputationParallelRerandomizeTripletBuckets: 20517359 ns
ServerComputationApplyPermutationTripletBuckets: 3311771 ns
HelperComputationAll: 94268779 ns
ServerComputationParallelRerandomizeTripletBuckets: 20224991 ns
ServerComputationApplyPermutationTripletBuckets: 1900610 ns
HelperComputationAll: 92966323 ns
ServerComputationParallelRerandomizeTripletBuckets: 20733425 ns
ServerComputationApplyPermutationTripletBuckets: 1889936 ns
HelperComputationAll: 92033586 ns
ServerComputationParallelRerandomizeTripletBuckets: 21746524 ns
ServerComputationApplyPermutationTripletBuckets: 1902841 ns
HelperComputationAll: 92242618 ns
ServerComputationParallelRerandomizeTripletBuckets: 21471831 ns
ServerComputationApplyPermutationTripletBuckets: 1902500 ns
HelperComputationAll: 92935132 ns
ServerComputationParallelRerandomizeTripletBuckets: 20723488 ns
ServerComputationApplyPermutationTripletBuckets: 1910834 ns
HelperComputationAll: 97003387 ns
ServerComputationParallelRerandomizeTripletBuckets: 21397843 ns
ServerComputationApplyPermutationTripletBuckets: 2205684 ns
HelperComputationAll: 92734918 ns
ServerComputationParallelRerandomizeTripletBuckets: 19995365 ns
ServerComputationApplyPermutationTripletBuckets: 1891361 ns
HelperComputationAll: 92334229 ns
ServerComputationParallelRerandomizeTripletBuckets: 18533807 ns
ServerComputationApplyPermutationTripletBuckets: 1910763 ns
HelperComputationAll: 93089870 ns
ServerComputationParallelRerandomizeTripletBuckets: 20090968 ns
ServerComputationApplyPermutationTripletBuckets: 1904387 ns
HelperComputationAll: 92304287 ns
ServerComputationParallelRerandomizeTripletBuckets: 23759755 ns
ServerComputationApplyPermutationTripletBuckets: 2209459 ns
HelperComputationAll: 92275305 ns
ServerComputationParallelRerandomizeTripletBuckets: 17686755 ns
ServerComputationApplyPermutationTripletBuckets: 1926392 ns
HelperComputationAll: 92245504 ns
ServerComputationParallelRerandomizeTripletBuckets: 18494489 ns
ServerComputationApplyPermutationTripletBuckets: 1930652 ns
HelperComputationAll: 93147883 ns
ServerComputationParallelRerandomizeTripletBuckets: 19131193 ns
ServerComputationApplyPermutationTripletBuckets: 1843948 ns
HelperComputationAll: 92773952 ns
ServerComputationParallelRerandomizeTripletBuckets: 19316830 ns
ServerComputationApplyPermutationTripletBuckets: 2186637 ns
HelperComputationAll: 91745379 ns
ServerComputationParallelRerandomizeTripletBuckets: 19389409 ns
ServerComputationApplyPermutationTripletBuckets: 1928793 ns
HelperComputationAll: 91234886 ns
ServerComputationParallelRerandomizeTripletBuckets: 19376025 ns
ServerComputationApplyPermutationTripletBuckets: 1903938 ns
HelperComputationAll: 93097124 ns
ServerComputationParallelRerandomizeTripletBuckets: 14436183 ns
ServerComputationApplyPermutationTripletBuckets: 2195757 ns
HelperComputationAll: 93333273 ns
ServerComputationParallelRerandomizeTripletBuckets: 16838267 ns
ServerComputationApplyPermutationTripletBuckets: 1912134 ns
HelperComputationAll: 92226279 ns
ServerComputationParallelRerandomizeTripletBuckets: 21863670 ns
ServerComputationApplyPermutationTripletBuckets: 2210650 ns
HelperComputationAll: 92373259 ns
ServerComputationParallelRerandomizeTripletBuckets: 23345490 ns
ServerComputationApplyPermutationTripletBuckets: 1925980 ns
HelperComputationAll: 92364381 ns
ServerComputationParallelRerandomizeTripletBuckets: 19318248 ns
ServerComputationApplyPermutationTripletBuckets: 2183251 ns
HelperComputationAll: 93344554 ns
ServerComputationParallelRerandomizeTripletBuckets: 19787919 ns
ServerComputationApplyPermutationTripletBuckets: 1911582 ns
HelperComputationAll: 92791231 ns
ServerComputationParallelRerandomizeTripletBuckets: 21037741 ns
ServerComputationApplyPermutationTripletBuckets: 1920170 ns
HelperComputationAll: 92682927 ns
ServerComputationParallelRerandomizeTripletBuckets: 19416349 ns
ServerComputationApplyPermutationTripletBuckets: 1888178 ns
HelperComputationAll: 91961418 ns
DiskIOWriteBucketCiphertextsToDisk: 401723821 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1380 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 109998856 ns
ClientServerCommunicationSendRootBucketData: 421785266 ns
ServerComputationParallelRerandomizeTripletBuckets: 20182778 ns
ServerComputationApplyPermutationTripletBucket: 2192049 ns
HelperComputationAll: 110242914 ns
ServerComputationParallelRerandomizeTripletBuckets: 18312213 ns
ServerComputationApplyPermutationTripletBuckets: 1906021 ns
HelperComputationAll: 93136057 ns
ServerComputationParallelRerandomizeTripletBuckets: 19780990 ns
ServerComputationApplyPermutationTripletBuckets: 1869665 ns
HelperComputationAll: 94330221 ns
ServerComputationParallelRerandomizeTripletBuckets: 19566206 ns
ServerComputationApplyPermutationTripletBuckets: 1906281 ns
HelperComputationAll: 94275793 ns
ServerComputationParallelRerandomizeTripletBuckets: 19865373 ns
ServerComputationApplyPermutationTripletBuckets: 1888942 ns
HelperComputationAll: 93818467 ns
ServerComputationParallelRerandomizeTripletBuckets: 19853326 ns
ServerComputationApplyPermutationTripletBuckets: 1896804 ns
HelperComputationAll: 92375053 ns
ServerComputationParallelRerandomizeTripletBuckets: 21612848 ns
ServerComputationApplyPermutationTripletBuckets: 2191318 ns
HelperComputationAll: 93614838 ns
ServerComputationParallelRerandomizeTripletBuckets: 19433289 ns
ServerComputationApplyPermutationTripletBuckets: 1905010 ns
HelperComputationAll: 93578248 ns
ServerComputationParallelRerandomizeTripletBuckets: 19288096 ns
ServerComputationApplyPermutationTripletBuckets: 2157462 ns
HelperComputationAll: 92802146 ns
ServerComputationParallelRerandomizeTripletBuckets: 24361327 ns
ServerComputationApplyPermutationTripletBuckets: 1903459 ns
HelperComputationAll: 92880493 ns
ServerComputationParallelRerandomizeTripletBuckets: 21042700 ns
ServerComputationApplyPermutationTripletBuckets: 1894308 ns
HelperComputationAll: 116919981 ns
ServerComputationParallelRerandomizeTripletBuckets: 20702356 ns
ServerComputationApplyPermutationTripletBuckets: 1896168 ns
HelperComputationAll: 93201340 ns
ServerComputationParallelRerandomizeTripletBuckets: 21157232 ns
ServerComputationApplyPermutationTripletBuckets: 1874639 ns
HelperComputationAll: 92652290 ns
ServerComputationParallelRerandomizeTripletBuckets: 22003835 ns
ServerComputationApplyPermutationTripletBuckets: 1920798 ns
HelperComputationAll: 93284661 ns
ServerComputationParallelRerandomizeTripletBuckets: 17415842 ns
ServerComputationApplyPermutationTripletBuckets: 1898949 ns
HelperComputationAll: 94344829 ns
ServerComputationParallelRerandomizeTripletBuckets: 17762784 ns
ServerComputationApplyPermutationTripletBuckets: 1920020 ns
HelperComputationAll: 92712569 ns
ServerComputationParallelRerandomizeTripletBuckets: 15891078 ns
ServerComputationApplyPermutationTripletBuckets: 1895095 ns
HelperComputationAll: 92086783 ns
ServerComputationParallelRerandomizeTripletBuckets: 17729670 ns
ServerComputationApplyPermutationTripletBuckets: 1910871 ns
HelperComputationAll: 93243510 ns
ServerComputationParallelRerandomizeTripletBuckets: 24245988 ns
ServerComputationApplyPermutationTripletBuckets: 2173797 ns
HelperComputationAll: 94222171 ns
