Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1793 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 76919001 ns
ClientServerCommunicationSendRootBucketData: 314469034 ns
ServerComputationParallelRerandomizeTripletBuckets: 20358713 ns
ServerComputationApplyPermutationTripletBucket: 2482142 ns
HelperComputationAll: 110286758 ns
ServerComputationParallelRerandomizeTripletBuckets: 19467030 ns
ServerComputationApplyPermutationTripletBuckets: 2415101 ns
HelperComputationAll: 92110650 ns
ServerComputationParallelRerandomizeTripletBuckets: 18915979 ns
ServerComputationApplyPermutationTripletBuckets: 1893908 ns
HelperComputationAll: 92915124 ns
ServerComputationParallelRerandomizeTripletBuckets: 21825877 ns
ServerComputationApplyPermutationTripletBuckets: 1890676 ns
HelperComputationAll: 92703875 ns
ServerComputationParallelRerandomizeTripletBuckets: 19389074 ns
ServerComputationApplyPermutationTripletBuckets: 1895831 ns
HelperComputationAll: 92888504 ns
ServerComputationParallelRerandomizeTripletBuckets: 19668667 ns
ServerComputationApplyPermutationTripletBuckets: 1911684 ns
HelperComputationAll: 92711819 ns
ServerComputationParallelRerandomizeTripletBuckets: 19095930 ns
ServerComputationApplyPermutationTripletBuckets: 1893841 ns
HelperComputationAll: 92705579 ns
ServerComputationParallelRerandomizeTripletBuckets: 21441959 ns
ServerComputationApplyPermutationTripletBuckets: 1891256 ns
HelperComputationAll: 92878717 ns
ServerComputationParallelRerandomizeTripletBuckets: 18898765 ns
ServerComputationApplyPermutationTripletBuckets: 1908278 ns
HelperComputationAll: 92504028 ns
ServerComputationParallelRerandomizeTripletBuckets: 20365095 ns
ServerComputationApplyPermutationTripletBuckets: 1922009 ns
HelperComputationAll: 93066636 ns
ServerComputationParallelRerandomizeTripletBuckets: 19350463 ns
ServerComputationApplyPermutationTripletBuckets: 1901500 ns
HelperComputationAll: 92579981 ns
ServerComputationParallelRerandomizeTripletBuckets: 21848625 ns
ServerComputationApplyPermutationTripletBuckets: 1904577 ns
HelperComputationAll: 92397896 ns
ServerComputationParallelRerandomizeTripletBuckets: 19745573 ns
ServerComputationApplyPermutationTripletBuckets: 1897313 ns
HelperComputationAll: 92728480 ns
ServerComputationParallelRerandomizeTripletBuckets: 18992546 ns
ServerComputationApplyPermutationTripletBuckets: 1891634 ns
HelperComputationAll: 93525941 ns
ServerComputationParallelRerandomizeTripletBuckets: 19690155 ns
ServerComputationApplyPermutationTripletBuckets: 1909179 ns
HelperComputationAll: 92689123 ns
ServerComputationParallelRerandomizeTripletBuckets: 20697299 ns
ServerComputationApplyPermutationTripletBuckets: 1892996 ns
HelperComputationAll: 92031006 ns
ServerComputationParallelRerandomizeTripletBuckets: 21145449 ns
ServerComputationApplyPermutationTripletBuckets: 1903666 ns
HelperComputationAll: 92714354 ns
ServerComputationParallelRerandomizeTripletBuckets: 20616978 ns
ServerComputationApplyPermutationTripletBuckets: 1898298 ns
HelperComputationAll: 93192598 ns
ServerComputationParallelRerandomizeTripletBuckets: 19399228 ns
ServerComputationApplyPermutationTripletBuckets: 1907599 ns
HelperComputationAll: 92632639 ns
ServerComputationParallelRerandomizeTripletBuckets: 20793327 ns
ServerComputationApplyPermutationTripletBuckets: 1902183 ns
HelperComputationAll: 92811872 ns
ServerComputationParallelRerandomizeTripletBuckets: 21666626 ns
ServerComputationApplyPermutationTripletBuckets: 1909641 ns
HelperComputationAll: 93024304 ns
DiskIOWriteBucketCiphertextsToDisk: 297902231 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1924 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 98823487 ns
ClientServerCommunicationSendRootBucketData: 345251245 ns
ServerComputationParallelRerandomizeTripletBuckets: 19026420 ns
ServerComputationApplyPermutationTripletBucket: 1908101 ns
HelperComputationAll: 111177858 ns
ServerComputationParallelRerandomizeTripletBuckets: 16921400 ns
ServerComputationApplyPermutationTripletBuckets: 1900062 ns
HelperComputationAll: 94850515 ns
ServerComputationParallelRerandomizeTripletBuckets: 21633851 ns
ServerComputationApplyPermutationTripletBuckets: 1914536 ns
HelperComputationAll: 92700081 ns
ServerComputationParallelRerandomizeTripletBuckets: 19793804 ns
ServerComputationApplyPermutationTripletBuckets: 1899579 ns
HelperComputationAll: 92148428 ns
ServerComputationParallelRerandomizeTripletBuckets: 16360219 ns
ServerComputationApplyPermutationTripletBuckets: 1908143 ns
HelperComputationAll: 92792010 ns
ServerComputationParallelRerandomizeTripletBuckets: 21740869 ns
ServerComputationApplyPermutationTripletBuckets: 1905105 ns
HelperComputationAll: 93220711 ns
ServerComputationParallelRerandomizeTripletBuckets: 22729373 ns
ServerComputationApplyPermutationTripletBuckets: 1871623 ns
HelperComputationAll: 92188220 ns
ServerComputationParallelRerandomizeTripletBuckets: 15948060 ns
ServerComputationApplyPermutationTripletBuckets: 1841924 ns
HelperComputationAll: 91440645 ns
ServerComputationParallelRerandomizeTripletBuckets: 21462697 ns
ServerComputationApplyPermutationTripletBuckets: 1829887 ns
HelperComputationAll: 91021307 ns
ServerComputationParallelRerandomizeTripletBuckets: 19636908 ns
ServerComputationApplyPermutationTripletBuckets: 1832170 ns
HelperComputationAll: 91909148 ns
ServerComputationParallelRerandomizeTripletBuckets: 21959163 ns
ServerComputationApplyPermutationTripletBuckets: 2312501 ns
HelperComputationAll: 93550515 ns
ServerComputationParallelRerandomizeTripletBuckets: 19797381 ns
ServerComputationApplyPermutationTripletBuckets: 1911992 ns
HelperComputationAll: 92611281 ns
ServerComputationParallelRerandomizeTripletBuckets: 17550302 ns
ServerComputationApplyPermutationTripletBuckets: 1890371 ns
HelperComputationAll: 92491146 ns
ServerComputationParallelRerandomizeTripletBuckets: 19752684 ns
ServerComputationApplyPermutationTripletBuckets: 1901261 ns
HelperComputationAll: 93536753 ns
ServerComputationParallelRerandomizeTripletBuckets: 19595319 ns
ServerComputationApplyPermutationTripletBuckets: 2165372 ns
HelperComputationAll: 92689750 ns
ServerComputationParallelRerandomizeTripletBuckets: 22089129 ns
ServerComputationApplyPermutationTripletBuckets: 1887599 ns
HelperComputationAll: 92606195 ns
ServerComputationParallelRerandomizeTripletBuckets: 15378508 ns
ServerComputationApplyPermutationTripletBuckets: 1915311 ns
HelperComputationAll: 92930155 ns
ServerComputationParallelRerandomizeTripletBuckets: 21836487 ns
ServerComputationApplyPermutationTripletBuckets: 1920453 ns
HelperComputationAll: 93376015 ns
ServerComputationParallelRerandomizeTripletBuckets: 19575159 ns
ServerComputationApplyPermutationTripletBuckets: 1900590 ns
HelperComputationAll: 92692983 ns
ServerComputationParallelRerandomizeTripletBuckets: 21589340 ns
ServerComputationApplyPermutationTripletBuckets: 2181723 ns
HelperComputationAll: 92361386 ns
ServerComputationParallelRerandomizeTripletBuckets: 21226276 ns
ServerComputationApplyPermutationTripletBuckets: 1894142 ns
HelperComputationAll: 92836304 ns
DiskIOWriteBucketCiphertextsToDisk: 274504713 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1754 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 93078439 ns
ClientServerCommunicationSendRootBucketData: 330435415 ns
ServerComputationParallelRerandomizeTripletBuckets: 19734244 ns
ServerComputationApplyPermutationTripletBucket: 2162568 ns
HelperComputationAll: 109978987 ns
ServerComputationParallelRerandomizeTripletBuckets: 18327862 ns
ServerComputationApplyPermutationTripletBuckets: 2016186 ns
HelperComputationAll: 92690826 ns
ServerComputationParallelRerandomizeTripletBuckets: 19664192 ns
ServerComputationApplyPermutationTripletBuckets: 1911321 ns
HelperComputationAll: 92202896 ns
ServerComputationParallelRerandomizeTripletBuckets: 16024466 ns
ServerComputationApplyPermutationTripletBuckets: 1892194 ns
HelperComputationAll: 92611140 ns
ServerComputationParallelRerandomizeTripletBuckets: 15307919 ns
ServerComputationApplyPermutationTripletBuckets: 1929597 ns
HelperComputationAll: 93510706 ns
ServerComputationParallelRerandomizeTripletBuckets: 20204653 ns
ServerComputationApplyPermutationTripletBuckets: 1935574 ns
HelperComputationAll: 92469332 ns
ServerComputationParallelRerandomizeTripletBuckets: 19914115 ns
ServerComputationApplyPermutationTripletBuckets: 1900804 ns
HelperComputationAll: 93289594 ns
ServerComputationParallelRerandomizeTripletBuckets: 17147050 ns
ServerComputationApplyPermutationTripletBuckets: 1903541 ns
HelperComputationAll: 93174780 ns
ServerComputationParallelRerandomizeTripletBuckets: 19767878 ns
ServerComputationApplyPermutationTripletBuckets: 1919363 ns
HelperComputationAll: 92959370 ns
ServerComputationParallelRerandomizeTripletBuckets: 19878361 ns
ServerComputationApplyPermutationTripletBuckets: 1900344 ns
HelperComputationAll: 93046737 ns
ServerComputationParallelRerandomizeTripletBuckets: 21034240 ns
ServerComputationApplyPermutationTripletBuckets: 1907626 ns
HelperComputationAll: 93030563 ns
ServerComputationParallelRerandomizeTripletBuckets: 19043635 ns
ServerComputationApplyPermutationTripletBuckets: 1914155 ns
HelperComputationAll: 93230532 ns
ServerComputationParallelRerandomizeTripletBuckets: 19791303 ns
ServerComputationApplyPermutationTripletBuckets: 1921065 ns
HelperComputationAll: 93694846 ns
ServerComputationParallelRerandomizeTripletBuckets: 19400831 ns
ServerComputationApplyPermutationTripletBuckets: 2174061 ns
HelperComputationAll: 94557446 ns
ServerComputationParallelRerandomizeTripletBuckets: 20434357 ns
ServerComputationApplyPermutationTripletBuckets: 1884838 ns
HelperComputationAll: 93187459 ns
ServerComputationParallelRerandomizeTripletBuckets: 20187798 ns
ServerComputationApplyPermutationTripletBuckets: 1915734 ns
HelperComputationAll: 93074712 ns
ServerComputationParallelRerandomizeTripletBuckets: 21213712 ns
ServerComputationApplyPermutationTripletBuckets: 1891519 ns
HelperComputationAll: 93272480 ns
ServerComputationParallelRerandomizeTripletBuckets: 19320697 ns
ServerComputationApplyPermutationTripletBuckets: 1900629 ns
HelperComputationAll: 92535834 ns
ServerComputationParallelRerandomizeTripletBuckets: 21335720 ns
ServerComputationApplyPermutationTripletBuckets: 1907775 ns
HelperComputationAll: 93274409 ns
ServerComputationParallelRerandomizeTripletBuckets: 16626347 ns
ServerComputationApplyPermutationTripletBuckets: 1894109 ns
HelperComputationAll: 93710848 ns
ServerComputationParallelRerandomizeTripletBuckets: 21581325 ns
ServerComputationApplyPermutationTripletBuckets: 1948346 ns
HelperComputationAll: 93482636 ns
DiskIOWriteBucketCiphertextsToDisk: 274212887 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1682 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 92707764 ns
ClientServerCommunicationSendRootBucketData: 340526487 ns
ServerComputationParallelRerandomizeTripletBuckets: 19353996 ns
ServerComputationApplyPermutationTripletBucket: 2181021 ns
HelperComputationAll: 109563053 ns
ServerComputationParallelRerandomizeTripletBuckets: 19349704 ns
ServerComputationApplyPermutationTripletBuckets: 2170174 ns
HelperComputationAll: 91465096 ns
ServerComputationParallelRerandomizeTripletBuckets: 19719526 ns
ServerComputationApplyPermutationTripletBuckets: 1909752 ns
HelperComputationAll: 91467467 ns
ServerComputationParallelRerandomizeTripletBuckets: 17427337 ns
ServerComputationApplyPermutationTripletBuckets: 1903145 ns
HelperComputationAll: 91955668 ns
ServerComputationParallelRerandomizeTripletBuckets: 19151279 ns
ServerComputationApplyPermutationTripletBuckets: 1936304 ns
HelperComputationAll: 92498970 ns
ServerComputationParallelRerandomizeTripletBuckets: 15303252 ns
ServerComputationApplyPermutationTripletBuckets: 1927562 ns
HelperComputationAll: 93997177 ns
ServerComputationParallelRerandomizeTripletBuckets: 19368001 ns
