Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1460 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 61021178 ns
ClientServerCommunicationSendRootBucketData: 244796356 ns
ServerComputationParallelRerandomizeTripletBuckets: 15594971 ns
ServerComputationApplyPermutationTripletBucket: 2459579 ns
HelperComputationAll: 124766837 ns
ServerComputationParallelRerandomizeTripletBuckets: 15267726 ns
ServerComputationApplyPermutationTripletBuckets: 2371181 ns
HelperComputationAll: 107003122 ns
ServerComputationParallelRerandomizeTripletBuckets: 15281008 ns
ServerComputationApplyPermutationTripletBuckets: 1885873 ns
HelperComputationAll: 106938972 ns
ServerComputationParallelRerandomizeTripletBuckets: 15212226 ns
ServerComputationApplyPermutationTripletBuckets: 1938622 ns
HelperComputationAll: 107137338 ns
ServerComputationParallelRerandomizeTripletBuckets: 15228156 ns
ServerComputationApplyPermutationTripletBuckets: 1907044 ns
HelperComputationAll: 89874233 ns
ServerComputationParallelRerandomizeTripletBuckets: 17358768 ns
ServerComputationApplyPermutationTripletBuckets: 1932238 ns
HelperComputationAll: 90689575 ns
ServerComputationParallelRerandomizeTripletBuckets: 20214718 ns
ServerComputationApplyPermutationTripletBuckets: 1906767 ns
HelperComputationAll: 90903075 ns
ServerComputationParallelRerandomizeTripletBuckets: 15728284 ns
ServerComputationApplyPermutationTripletBuckets: 1879692 ns
HelperComputationAll: 89761154 ns
ServerComputationParallelRerandomizeTripletBuckets: 21414463 ns
ServerComputationApplyPermutationTripletBuckets: 1905267 ns
HelperComputationAll: 89848266 ns
ServerComputationParallelRerandomizeTripletBuckets: 18877193 ns
ServerComputationApplyPermutationTripletBuckets: 1939998 ns
HelperComputationAll: 89990792 ns
ServerComputationParallelRerandomizeTripletBuckets: 19993863 ns
ServerComputationApplyPermutationTripletBuckets: 1896081 ns
HelperComputationAll: 90381696 ns
ServerComputationParallelRerandomizeTripletBuckets: 18719213 ns
ServerComputationApplyPermutationTripletBuckets: 2152679 ns
HelperComputationAll: 89939727 ns
ServerComputationParallelRerandomizeTripletBuckets: 20818917 ns
ServerComputationApplyPermutationTripletBuckets: 1897098 ns
HelperComputationAll: 90135018 ns
ServerComputationParallelRerandomizeTripletBuckets: 20345339 ns
ServerComputationApplyPermutationTripletBuckets: 1902720 ns
HelperComputationAll: 89848424 ns
ServerComputationParallelRerandomizeTripletBuckets: 20783935 ns
ServerComputationApplyPermutationTripletBuckets: 1945457 ns
HelperComputationAll: 89772028 ns
DiskIOWriteBucketCiphertextsToDisk: 238180111 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1053 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 72477519 ns
ClientServerCommunicationSendRootBucketData: 223335144 ns
ServerComputationParallelRerandomizeTripletBuckets: 19017947 ns
ServerComputationApplyPermutationTripletBucket: 1886629 ns
HelperComputationAll: 109539517 ns
ServerComputationParallelRerandomizeTripletBuckets: 21670995 ns
ServerComputationApplyPermutationTripletBuckets: 1902173 ns
HelperComputationAll: 91561259 ns
ServerComputationParallelRerandomizeTripletBuckets: 18628655 ns
ServerComputationApplyPermutationTripletBuckets: 1914836 ns
HelperComputationAll: 91428618 ns
ServerComputationParallelRerandomizeTripletBuckets: 18690819 ns
ServerComputationApplyPermutationTripletBuckets: 1890639 ns
HelperComputationAll: 92806535 ns
ServerComputationParallelRerandomizeTripletBuckets: 21483294 ns
ServerComputationApplyPermutationTripletBuckets: 1898882 ns
HelperComputationAll: 92983307 ns
ServerComputationParallelRerandomizeTripletBuckets: 14207157 ns
ServerComputationApplyPermutationTripletBuckets: 1909154 ns
HelperComputationAll: 92497994 ns
ServerComputationParallelRerandomizeTripletBuckets: 20371289 ns
ServerComputationApplyPermutationTripletBuckets: 1918174 ns
HelperComputationAll: 91800192 ns
ServerComputationParallelRerandomizeTripletBuckets: 19475180 ns
ServerComputationApplyPermutationTripletBuckets: 1914917 ns
HelperComputationAll: 91933385 ns
ServerComputationParallelRerandomizeTripletBuckets: 19643351 ns
ServerComputationApplyPermutationTripletBuckets: 1893292 ns
HelperComputationAll: 91861765 ns
ServerComputationParallelRerandomizeTripletBuckets: 20889081 ns
ServerComputationApplyPermutationTripletBuckets: 1917332 ns
HelperComputationAll: 91939013 ns
ServerComputationParallelRerandomizeTripletBuckets: 19271133 ns
ServerComputationApplyPermutationTripletBuckets: 1933977 ns
HelperComputationAll: 91889689 ns
ServerComputationParallelRerandomizeTripletBuckets: 16467649 ns
ServerComputationApplyPermutationTripletBuckets: 1909033 ns
HelperComputationAll: 91840114 ns
ServerComputationParallelRerandomizeTripletBuckets: 22057245 ns
ServerComputationApplyPermutationTripletBuckets: 2185681 ns
HelperComputationAll: 91903427 ns
ServerComputationParallelRerandomizeTripletBuckets: 16008016 ns
ServerComputationApplyPermutationTripletBuckets: 1881584 ns
HelperComputationAll: 92396417 ns
ServerComputationParallelRerandomizeTripletBuckets: 18710337 ns
ServerComputationApplyPermutationTripletBuckets: 1930281 ns
HelperComputationAll: 92503814 ns
DiskIOWriteBucketCiphertextsToDisk: 218745333 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1057 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 71196505 ns
ClientServerCommunicationSendRootBucketData: 287750821 ns
ServerComputationParallelRerandomizeTripletBuckets: 18827176 ns
ServerComputationApplyPermutationTripletBucket: 1888921 ns
HelperComputationAll: 107150919 ns
ServerComputationParallelRerandomizeTripletBuckets: 20112045 ns
ServerComputationApplyPermutationTripletBuckets: 1909193 ns
HelperComputationAll: 90211315 ns
ServerComputationParallelRerandomizeTripletBuckets: 20319287 ns
ServerComputationApplyPermutationTripletBuckets: 1899739 ns
HelperComputationAll: 90686279 ns
ServerComputationParallelRerandomizeTripletBuckets: 20238526 ns
ServerComputationApplyPermutationTripletBuckets: 1930775 ns
HelperComputationAll: 91124801 ns
ServerComputationParallelRerandomizeTripletBuckets: 15190351 ns
ServerComputationApplyPermutationTripletBuckets: 1889826 ns
HelperComputationAll: 92620470 ns
ServerComputationParallelRerandomizeTripletBuckets: 18827083 ns
ServerComputationApplyPermutationTripletBuckets: 1904219 ns
HelperComputationAll: 90128528 ns
ServerComputationParallelRerandomizeTripletBuckets: 18451094 ns
ServerComputationApplyPermutationTripletBuckets: 1917867 ns
HelperComputationAll: 92224755 ns
ServerComputationParallelRerandomizeTripletBuckets: 19120534 ns
ServerComputationApplyPermutationTripletBuckets: 1877476 ns
HelperComputationAll: 92473754 ns
ServerComputationParallelRerandomizeTripletBuckets: 18833802 ns
ServerComputationApplyPermutationTripletBuckets: 1899454 ns
HelperComputationAll: 92209791 ns
ServerComputationParallelRerandomizeTripletBuckets: 18931490 ns
ServerComputationApplyPermutationTripletBuckets: 1884649 ns
HelperComputationAll: 92192636 ns
ServerComputationParallelRerandomizeTripletBuckets: 20221115 ns
ServerComputationApplyPermutationTripletBuckets: 1897674 ns
HelperComputationAll: 92651914 ns
ServerComputationParallelRerandomizeTripletBuckets: 19407449 ns
ServerComputationApplyPermutationTripletBuckets: 2119802 ns
HelperComputationAll: 92378990 ns
ServerComputationParallelRerandomizeTripletBuckets: 19439130 ns
ServerComputationApplyPermutationTripletBuckets: 1922678 ns
HelperComputationAll: 92404071 ns
ServerComputationParallelRerandomizeTripletBuckets: 16698164 ns
ServerComputationApplyPermutationTripletBuckets: 1909411 ns
HelperComputationAll: 90629959 ns
ServerComputationParallelRerandomizeTripletBuckets: 18428549 ns
ServerComputationApplyPermutationTripletBuckets: 1917686 ns
HelperComputationAll: 91602016 ns
DiskIOWriteBucketCiphertextsToDisk: 215718065 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1182 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 63209073 ns
ClientServerCommunicationSendRootBucketData: 204911894 ns
ServerComputationParallelRerandomizeTripletBuckets: 21355604 ns
ServerComputationApplyPermutationTripletBucket: 1881521 ns
HelperComputationAll: 106966375 ns
ServerComputationParallelRerandomizeTripletBuckets: 19256787 ns
ServerComputationApplyPermutationTripletBuckets: 1894681 ns
HelperComputationAll: 91017773 ns
ServerComputationParallelRerandomizeTripletBuckets: 20189016 ns
ServerComputationApplyPermutationTripletBuckets: 1883521 ns
HelperComputationAll: 90484749 ns
ServerComputationParallelRerandomizeTripletBuckets: 18803705 ns
ServerComputationApplyPermutationTripletBuckets: 1900299 ns
HelperComputationAll: 91359704 ns
ServerComputationParallelRerandomizeTripletBuckets: 18430293 ns
ServerComputationApplyPermutationTripletBuckets: 1903995 ns
HelperComputationAll: 92291300 ns
ServerComputationParallelRerandomizeTripletBuckets: 19775512 ns
ServerComputationApplyPermutationTripletBuckets: 1884951 ns
HelperComputationAll: 91262944 ns
ServerComputationParallelRerandomizeTripletBuckets: 17006307 ns
ServerComputationApplyPermutationTripletBuckets: 1911284 ns
HelperComputationAll: 92205402 ns
ServerComputationParallelRerandomizeTripletBuckets: 20884064 ns
ServerComputationApplyPermutationTripletBuckets: 1900247 ns
HelperComputationAll: 91981744 ns
ServerComputationParallelRerandomizeTripletBuckets: 20866058 ns
ServerComputationApplyPermutationTripletBuckets: 1886605 ns
HelperComputationAll: 92086838 ns
ServerComputationParallelRerandomizeTripletBuckets: 19717873 ns
ServerComputationApplyPermutationTripletBuckets: 1888864 ns
HelperComputationAll: 92187984 ns
ServerComputationParallelRerandomizeTripletBuckets: 19078065 ns
ServerComputationApplyPermutationTripletBuckets: 1905800 ns
HelperComputationAll: 92258982 ns
ServerComputationParallelRerandomizeTripletBuckets: 21961814 ns
ServerComputationApplyPermutationTripletBuckets: 1892148 ns
HelperComputationAll: 92042150 ns
ServerComputationParallelRerandomizeTripletBuckets: 18636732 ns
ServerComputationApplyPermutationTripletBuckets: 2205812 ns
HelperComputationAll: 92189051 ns
ServerComputationParallelRerandomizeTripletBuckets: 19187808 ns
ServerComputationApplyPermutationTripletBuckets: 1870801 ns
HelperComputationAll: 90582459 ns
ServerComputationParallelRerandomizeTripletBuckets: 18579148 ns
ServerComputationApplyPermutationTripletBuckets: 1896360 ns
HelperComputationAll: 90974496 ns
DiskIOWriteBucketCiphertextsToDisk: 214387414 ns
Generating Evict Path
ServerComputationGenPathBucketIDsInReverseOrder: 1155 ns
DiskIOLoadBucketCiphertextsFromDiskBN: 54855193 ns
ClientServerCommunicationSendRootBucketData: 409614801 ns
ServerComputationParallelRerandomizeTripletBuckets: 18068669 ns
ServerComputationApplyPermutationTripletBucket: 1870479 ns
HelperComputationAll: 106748664 ns
ServerComputationParallelRerandomizeTripletBuckets: 19504921 ns
ServerComputationApplyPermutationTripletBuckets: 1988555 ns
HelperComputationAll: 90003770 ns
ServerComputationParallelRerandomizeTripletBuckets: 19309834 ns
ServerComputationApplyPermutationTripletBuckets: 1917583 ns
HelperComputationAll: 89886889 ns
ServerComputationParallelRerandomizeTripletBuckets: 19330352 ns
ServerComputationApplyPermutationTripletBuckets: 1923927 ns
HelperComputationAll: 91662584 ns
ServerComputationParallelRerandomizeTripletBuckets: 20198596 ns
ServerComputationApplyPermutationTripletBuckets: 1904393 ns
HelperComputationAll: 92123313 ns
ServerComputationParallelRerandomizeTripletBuckets: 16664963 ns
ServerComputationApplyPermutationTripletBuckets: 1910055 ns
HelperComputationAll: 89838052 ns
ServerComputationParallelRerandomizeTripletBuckets: 16709244 ns
ServerComputationApplyPermutationTripletBuckets: 1925931 ns
HelperComputationAll: 91730604 ns
ServerComputationParallelRerandomizeTripletBuckets: 18387833 ns
ServerComputationApplyPermutationTripletBuckets: 1896069 ns
HelperComputationAll: 91651914 ns
